Feature ID,Feature Name,Surface,User Story,Expected Behaviour,Edge Cases,Validation Rules,Dependencies,Assumptions,Test Cases,Current Status,Defect Count,Severity,Notes,Last Tested Date
F-UI-008,Scripture Reader — book/chapter browsing,ScriptureReader (left pane),"As a reader, I want to pick a book and chapter and read its verses, so that I can study the Ethiopian Bible text.","On mount GET `/api/scripture` loads books, defaults to first book & its first chapter. On book/chapter change GET `/api/scripture?book=&chapter=` loads chapter + verses (with cancellation guard). Prev/Next chapter buttons disabled at bounds. Book metadata bar (canon/category/date/author) shown. Notifies parent via onChapterChange. Loading shows 4 animated skeleton rows; empty shows 'No verses found.'","Loading skeleton (scripture-reader.tsx:292-300) | Empty state 'No verses found.' (302-304) | Fetch errors swallowed (catch{} blocks 83,98,131) | Cancellation flag prevents stale state writes (89,95) | Prev/Next disabled at first/last chapter (230,239)",Chapter parsed with parseInt base 10 (scripture-reader.tsx:207) | NOTE: book/chapter come from controlled Selects — no free-text input to validate,GET /api/scripture | GET /api/scripture?book&chapter | Select/Button/ScrollArea | onChapterChange callback,d.books[0].chapters[0]?.number falls back to 1 if absent (scripture-reader.tsx:79),"7 (TC-F-UI-008-1, TC-F-UI-008-2, TC-F-UI-008-3, TC-F-UI-008-4, TC-F-UI-008-5, TC-F-UI-008-6, TC-F-UI-008-7)",Static review — defect(s) open,1,medium,src/components/study/scripture-reader.tsx:71-107 | src/components/study/scripture-reader.tsx:151-159 | src/components/study/scripture-reader.tsx:284-365,2026-06-26
F-UI-009,"Scripture Reader — verse selection, theme badges, copy",ScriptureReader verse list,"As a reader, I want to click a verse to make it the active study context and copy it, so that I can chat about it and quote it elsewhere.","Clicking a verse calls onVerseSelect(ref, text, context) where context = `${ref}\n\n""${text}""`. Selected verse highlighted (bg-accent/15 border). Theme badges render per verse. Hover reveals a Copy button → navigator.clipboard.writeText (stopPropagation so it doesn't select). First verse gets drop-cap styling (non-theme view).",Copy uses navigator.clipboard with no fallback or success feedback (scripture-reader.tsx:166-168) | Hover toolbar opacity toggled by hoveredVerse — not keyboard-focusable,NOTE: none,onVerseSelect callback | navigator.clipboard API,Clipboard API available (insecure-context/older browsers would throw),"6 (TC-F-UI-009-1, TC-F-UI-009-2, TC-F-UI-009-3, TC-F-UI-009-4, TC-F-UI-009-5, TC-F-UI-009-6)",Static review — defect(s) open,3,medium,src/components/study/scripture-reader.tsx:161-168 | src/components/study/scripture-reader.tsx:307-362,2026-06-26
F-UI-010,Scripture Reader — theme-filtered view,ScriptureReader (theme mode),"As a reader, I want to see all verses for a selected theme, so that I can study a topic across books.","When `selectedThemeSlug` is set (from ThemeExplorer), GET `/api/themes?slug=<slug>` loads verses mapped into the verse shape; chapter cleared; header hides book/chapter selectors and shows 'Filtering by theme: <slug humanized>' with a Clear button (onClearTheme). Loading skeleton reused.",Loading skeleton during theme load | Error swallowed (catch{} line 131) | Theme name falls back to slug if d.theme?.name missing (line 126),NOTE: none,GET /api/themes?slug | onClearTheme callback | ThemeExplorer (sets slug),d.verses present implies success (line 119),"6 (TC-F-UI-010-1, TC-F-UI-010-2, TC-F-UI-010-3, TC-F-UI-010-4, TC-F-UI-010-5, TC-F-UI-010-6)",Reviewed — no open defects,0,,src/components/study/scripture-reader.tsx:109-140 | src/components/study/scripture-reader.tsx:179-184 | src/components/study/scripture-reader.tsx:249-256,2026-06-26
F-UI-011,AI Study Tutor chat,ChatPanel (center pane),"As a learner, I want to ask the AI tutor questions about scripture and evidence with the selected verse as context, so that I get sourced, multi-perspective answers.","On mount GET `/api/chat` loads history. Sending: optimistic user bubble, POST `/api/chat` with {message, context}. On !res.ok throws Error(e.error||'Chat failed') → sets `error` state shown in a destructive Card. On success replaces messages from server `history` (deduped, reversed) or appends `data.reply`. Auto-scrolls to bottom. Clear (Trash) → confirm() then DELETE `/api/chat`. Empty state shows suggested-question buttons. ⌘/Ctrl+Enter sends.",Loading bubble 'Seeking truth...' (chat-panel.tsx:186-193) | Error state Card (195-199) | Empty state with 4 prompt buttons (123-150) | Re-entrancy: send returns if loading or empty input (49) | Context badge shows first line of context (203-209),input trimmed & required (chat-panel.tsx:49) | send disabled when loading or empty (227),GET/POST/DELETE /api/chat | ReactMarkdown | Textarea/Button,"Server returns either {history:[...]} or {reply:'...'} (chat-panel.tsx:72,81)","7 (TC-F-UI-011-1, TC-F-UI-011-2, TC-F-UI-011-3, TC-F-UI-011-4, TC-F-UI-011-5, TC-F-UI-011-6, TC-F-UI-011-7)",Static review — defect(s) open,2,low,src/components/study/chat-panel.tsx:31-103 | src/components/study/chat-panel.tsx:122-237,2026-06-26
F-UI-012,Synergy View — side-by-side evidence + scrape,SynergyView 'Side-by-side' tab (right panel),"As a reviewer, I want to see corroborating evidence for the selected verse and scrape the web for more, so that I can build the corroboration base.","On mount Promise.all GET `/api/evidence` + GET `/api/cross-refs`. Evidence filtered to selectedVerseRef (or all). Scrape bar: POST `/api/scrape` {query, scriptureRef?}; on !ok throws → alert('Error: ...'); on ok reloads evidence + alert summary. EvidenceCard shows alignment/credibility/confidence badges, scripture vs evidence sides, source link, Reclassify buttons (PATCH `/api/evidence`), Delete (confirm → DELETE `/api/evidence?id=`).",Loading 'Loading...' text (synergy-view.tsx:208) | Empty state with Search icon + helper text (210-217) | Scrape error via alert (112) | Delete guarded by confirm (120) | Scrape disabled when empty/scraping (183),"scrapeQuery trimmed & required (synergy-view.tsx:90,183)",GET /api/evidence | GET /api/cross-refs | POST /api/scrape | PATCH /api/evidence | DELETE /api/evidence,ev.evidences / cr.crossReferences shapes (synergy-view.tsx:73-74),"7 (TC-F-UI-012-1, TC-F-UI-012-2, TC-F-UI-012-3, TC-F-UI-012-4, TC-F-UI-012-5, TC-F-UI-012-6, TC-F-UI-012-7)",Static review — defect(s) open,3,low,src/components/study/synergy-view.tsx:66-134 | src/components/study/synergy-view.tsx:164-231 | src/components/study/synergy-view.tsx:261-380,2026-06-26
F-UI-013,Synergy View — Knowledge Graph (SVG),SynergyView 'Knowledge Graph' tab,"As a reviewer, I want a visual graph of scripture-to-source and scripture-to-scripture links, so that I can grasp the corroboration network at a glance.","Renders a static SVG: scripture nodes (left circles), source nodes (right squares, deduped by id), evidence edges (colored by alignment, width by confidence), cross-ref edges (dashed). Selected verse node enlarged/darkened. Legend below. No own fetch — uses allEvidence + crossRefs from parent.","Sources deduped via Map by id (synergy-view.tsx:402-408) | Edges skipped if endpoints missing (459,440) | NOTE: graph claims 'Hover or click to inspect' (line 433) but no hover/click handlers exist on nodes",NOTE: none,allEvidence | crossRefs (from SynergyView state),SVG width fixed 580; height computed from node counts (synergy-view.tsx:427-428),"6 (TC-F-UI-013-1, TC-F-UI-013-2, TC-F-UI-013-3, TC-F-UI-013-4, TC-F-UI-013-5, TC-F-UI-013-6)",Static review — defect(s) open,2,low,src/components/study/synergy-view.tsx:384-576,2026-06-26
F-UI-014,Synergy View — Timeline,SynergyView 'Timeline' tab,"As a reviewer, I want a chronological view of scripture composition and evidence publication, so that I can reason about dating.","Builds items from a hardcoded scriptureDates map (1-enoch, jubilees, genesis) plus evidence with source.publishedAt years; sorts ascending; renders a vertical timeline with BCE formatting. Empty → 'No dated items yet.'",Empty state message (synergy-view.tsx:626-632) | BCE rendering for negative dates (655),NOTE: none,evidence (allEvidence) | crossRefs (param unused for rendering),scriptureDates is hardcoded to only 3 books (synergy-view.tsx:597-601),"5 (TC-F-UI-014-1, TC-F-UI-014-2, TC-F-UI-014-3, TC-F-UI-014-4, TC-F-UI-014-5)",Static review — defect(s) open,1,low,src/components/study/synergy-view.tsx:587-666,2026-06-26
F-UI-015,Theme Explorer,ThemeExplorer ('Themes' right-panel tab),"As a reader, I want to browse and filter themes by category and select one, so that I can read all verses for that theme.","On mount GET `/api/themes` → themes list. Category chips (derived from data) filter the list. Clicking a theme Card calls onSelectTheme(slug) (toggles to '' if already selected, which page.tsx maps to null). Loading spinner shown. Each card shows name, truncated description, verseCount badge, category.",Loading 'Loading themes...' spinner (theme-explorer.tsx:80-83) | NOTE: no explicit empty state — if themes=[] the list area is just blank (no message) | Fetch has no catch — .finally clears loading (line 32) | Description truncated to 108 chars (line 100-102),NOTE: none,GET /api/themes | onSelectTheme callback,d.themes shape (theme-explorer.tsx:31),"7 (TC-F-UI-015-1, TC-F-UI-015-2, TC-F-UI-015-3, TC-F-UI-015-4, TC-F-UI-015-5, TC-F-UI-015-6, TC-F-UI-015-7)",Static review — defect(s) open,2,medium,src/components/study/theme-explorer.tsx:28-38 | src/components/study/theme-explorer.tsx:52-117,2026-06-26
F-UI-016,Study Tools — Daily Insight,StudyTools 'Daily' tab (right panel),"As a daily user, I want a scripture-grounded daily insight, so that I have a focused reflection each day.","On mount GET `/api/daily-insight` → setDaily(d.insight). Renders Card with formatted date, scriptureRef, scriptureText blockquote, optional lifeTheme badge, and reflection. While null shows a centered spinner.","Loading spinner while daily null (study-tools.tsx:149-153) | NOTE: fetch has no catch; if it fails, daily stays null → spinner shows forever (no timeout/error)",NOTE: none,GET /api/daily-insight,"d.insight has date/scriptureRef/scriptureText/reflection (study-tools.tsx:41,135-147)","5 (TC-F-UI-016-1, TC-F-UI-016-2, TC-F-UI-016-3, TC-F-UI-016-4, TC-F-UI-016-5)",Static review — defect(s) open,1,medium,src/components/study/study-tools.tsx:40-42 | src/components/study/study-tools.tsx:131-156,2026-06-26
F-UI-017,Study Tools — Passage Summary,StudyTools 'Summary' tab,"As a learner, I want an AI summary of the current chapter, so that I can grasp its structure quickly.","When bookSlug+chapterNum present, on change GET `/api/summarize?book=&chapter=` loads any cached summary. 'Generate'/'Regenerate' button → POST `/api/summarize` {bookSlug, chapterNum}; result rendered as markdown. When no chapter selected, shows 'Select a chapter to summarize.'","No chapter → guidance text (study-tools.tsx:184-186) | summaryLoading spinner on button (170) | GET fetch has no catch (58-61) | POST in try/finally with no catch — error swallowed, summary stays unchanged",generateSummary early-returns without book/chapter (study-tools.tsx:64),GET /api/summarize | POST /api/summarize | ReactMarkdown,d.summary present on success (study-tools.tsx:73),"6 (TC-F-UI-017-1, TC-F-UI-017-2, TC-F-UI-017-3, TC-F-UI-017-4, TC-F-UI-017-5, TC-F-UI-017-6)",Static review — defect(s) open,1,low,src/components/study/study-tools.tsx:54-77 | src/components/study/study-tools.tsx:158-189,2026-06-26
F-UI-018,Study Tools — Flashcard review (SRS),StudyTools 'Cards' tab,"As a learner, I want spaced-repetition flashcards I can flip and grade, so that I retain key facts.","On mount GET `/api/flashcards?due=1` loads due cards. 'Generate from <book> <chapter>' → POST `/api/flashcards` {bookSlug, chapterNum, count:6}, prepends new cards. Card click flips front/back. When back shown, 5 grade buttons (Forgot/Hard/OK/Good/Easy → quality 0/2/3/4/5) PATCH `/api/flashcards` {id, quality}, advance to next card, then reload due list. Empty state when no cards due.",Empty state with Layers3 icon (study-tools.tsx:205-211) | reviewCard early-returns if no cards (99) | Index wraps via modulo (108) | Generate disabled while loading (199) | PATCH/POST in try/finally or unguarded — no catch on reviewCard PATCH (102),generateFlashcards early-returns without book/chapter (study-tools.tsx:80),GET /api/flashcards?due=1 | POST /api/flashcards | PATCH /api/flashcards,"d.cards shape with id/front/back/scriptureRef (study-tools.tsx:51,221-227)","7 (TC-F-UI-018-1, TC-F-UI-018-2, TC-F-UI-018-3, TC-F-UI-018-4, TC-F-UI-018-5, TC-F-UI-018-6, TC-F-UI-018-7)",Static review — defect(s) open,2,low,src/components/study/study-tools.tsx:49-52 | src/components/study/study-tools.tsx:79-112 | src/components/study/study-tools.tsx:191-260,2026-06-26
F-UI-019,Study Tools — Glossary,StudyTools 'Glossary' tab,"As a reader, I want a glossary of terms with Ge'ez, pronunciation, perspectives, and references, so that I can understand domain vocabulary.","On mount GET `/api/glossary` → entries. Each Card shows term, optional geezTerm/pronunciation, category badge, definition, expandable 'How traditions view this' (<details>, JSON.parse(perspectiveNotes)), and truncated scriptureRefs (split on '|', first 4).",NOTE: no loading or empty state — list just renders (or is empty) once fetched | JSON.parse(g.perspectiveNotes) (study-tools.tsx:281) will throw on malformed JSON and crash the render,NOTE: none,GET /api/glossary,"perspectiveNotes is valid JSON; scriptureRefs is '|'-delimited (study-tools.tsx:281,291)","6 (TC-F-UI-019-1, TC-F-UI-019-2, TC-F-UI-019-3, TC-F-UI-019-4, TC-F-UI-019-5, TC-F-UI-019-6)",Static review — defect(s) open,2,medium,src/components/study/study-tools.tsx:45-47 | src/components/study/study-tools.tsx:262-299,2026-06-26
F-UI-020,Editorial Review Dashboard — queue + filters,ReviewDashboard (Review tab),"As an editor, I want a filterable queue of items needing review with counts, so that I can triage the editorial pipeline.","load() GETs `/api/review` (or `?state=<filter>`), sets items/auditLog/counts. Filter chips (All/Pending/Approved/Rejected/Draft) with counts re-trigger load via filter effect. Queue cards show state badge, itemType, ref/title, claim preview, version/date. Loading spinner; empty 'No items in this state.'",Loading spinner (review-dashboard.tsx:177-180) | Empty queue message (181-182) | NOTE: load() has no try/catch — a failed fetch throws and leaves loading=true (spinner) permanently,NOTE: none,GET /api/review | GET /api/review?state=,Pending count combines autoCorroborated+inReview (review-dashboard.tsx:156),"6 (TC-F-UI-020-1, TC-F-UI-020-2, TC-F-UI-020-3, TC-F-UI-020-4, TC-F-UI-020-5, TC-F-UI-020-6)",Static review — defect(s) open,1,medium,src/components/study/review-dashboard.tsx:77-89 | src/components/study/review-dashboard.tsx:150-219,2026-06-26
F-UI-021,"Editorial Review Dashboard — detail, actions, publish",ReviewDashboard detail pane + audit log,"As an editor, I want to inspect an item's checklist and content and approve/reject/revise/archive/publish it, so that only vetted content reaches the public site.","Selecting a queue card shows detail: checklist (JSON.parse(selected.checklist)), blindspot warning, evidence/topic-page content, reviewer name input, notes textarea, and action buttons. act() POSTs `/api/review` {itemType,itemId,action,reviewer,reviewerRole,notes} then reloads & deselects. Publish (only when state==='approved') POSTs `/api/publish`; alert on result. Desktop-only audit log sidebar from auditLog.",Empty detail prompt (review-dashboard.tsx:397-403) | Publish !ok → alert(d.error) (125-127) | act() try/finally with no catch (94-112) | checklist JSON.parse (136) unguarded | Audit log empty message (414-415),"act/publish early-return without selected (review-dashboard.tsx:92,116) | reviewer is a free-text input with no validation (345-350)",POST /api/review | POST /api/publish,selected.checklist is valid JSON when present (review-dashboard.tsx:136),"7 (TC-F-UI-021-1, TC-F-UI-021-2, TC-F-UI-021-3, TC-F-UI-021-4, TC-F-UI-021-5, TC-F-UI-021-6, TC-F-UI-021-7)",Static review — defect(s) open,3,medium,src/components/study/review-dashboard.tsx:91-136 | src/components/study/review-dashboard.tsx:222-436,2026-06-26
F-UI-022,Public Site — topic list & draft toggle,PublicSite (Public tab) sidebar,"As an editor previewing the public site, I want to list topic landing pages and optionally include drafts, so that I can preview what search users will see.","On mount Promise.all: GET `/api/public?list=topics` (published), GET `/api/public?list=topics&includeDrafts=1` (all, with .catch fallback), GET `/api/public` (transparency). 'Hide/Show drafts' toggles showUnpublished (re-runs effect). Topic cards show approved/draft icon, state, title, subtitle. Empty → guidance message. Loading spinner.",Loading spinner (public-site.tsx:111-114) | Empty 'No topics approved yet...' (115-118) | Drafts fetch has .catch fallback to empty (line 55) | Outer load() try/finally — no catch on first/third fetches,NOTE: none,GET /api/public?list=topics | GET /api/public?list=topics&includeDrafts=1 | GET /api/public | GET /api/public?slug=,showUnpublished defaults true (public-site.tsx:45),"6 (TC-F-UI-022-1, TC-F-UI-022-2, TC-F-UI-022-3, TC-F-UI-022-4, TC-F-UI-022-5, TC-F-UI-022-6)",Static review — defect(s) open,2,low,src/components/study/public-site.tsx:47-74 | src/components/study/public-site.tsx:102-149,2026-06-26
F-UI-023,Public Site — topic article view & transparency page,PublicSite content pane,"As a search-audience reader, I want to read a corroborated topic page (or the 'How we vet' transparency page), so that I understand the content and its vetting.","viewTopic(slug) GETs `/api/public?slug=` → setSelected. Renders SEO preview card, state badges (approved/draft), perspective/refs/published badges, title, subtitle, film relevance card, markdown body, related articles with corroboration scores. When nothing selected but transparency loaded, renders the vetting page (credibility tiers, perspective tags, claim types, review rubric, lifecycle). Else spinner.",Spinner fallback when no selection and no transparency (public-site.tsx:323-327) | viewTopic has no error handling (69-72) | Related articles only if length>0 (214),NOTE: none,GET /api/public?slug= | ReactMarkdown | transparency from GET /api/public,"selected.perspectiveSpread is an array; canonicalRefs '|'-delimited (public-site.tsx:176,186)","6 (TC-F-UI-023-1, TC-F-UI-023-2, TC-F-UI-023-3, TC-F-UI-023-4, TC-F-UI-023-5, TC-F-UI-023-6)",Static review — defect(s) open,1,low,src/components/study/public-site.tsx:69-72 | src/components/study/public-site.tsx:152-328,2026-06-26
F-UI-024,Theme toggle (light/dark),ThemeToggle (header),"As any user, I want to switch between light and dark mode, so that I can read comfortably.","Uses next-themes useTheme. Renders a placeholder Sun button until mounted (hydration-safe), then toggles theme between 'light'/'dark' on click. Provider config: attribute='class', defaultTheme='light', enableSystem=false, disableTransitionOnChange (layout.tsx:176-181).",Pre-mount placeholder to avoid hydration mismatch (theme-toggle.tsx:16-22) | enableSystem=false means no OS-preference following,NOTE: none,next-themes useTheme | ThemeProvider (theme-provider.tsx),Theme persisted by next-themes (localStorage) by default,"5 (TC-F-UI-024-1, TC-F-UI-024-2, TC-F-UI-024-3, TC-F-UI-024-4, TC-F-UI-024-5)",Reviewed — no open defects,0,,src/components/theme-toggle.tsx:9-37 | src/components/theme-provider.tsx:6-11 | src/app/layout.tsx:176-181,2026-06-26
F-UI-025,"SEO metadata, robots, sitemap, brand mark",layout.tsx / robots.ts / sitemap.ts,"As a site operator, I want correct metadata, JSON-LD, robots rules, and a sitemap, so that the public resource ranks and is crawled correctly.","layout exports rich Metadata (title template, OG, Twitter, icons, manifest, JSON-LD Organization+WebSite with SearchAction). robots.ts allows public routes and disallows /api,/review,/study,/admin for several bots. sitemap.ts (force-dynamic) emits static routes + DB-driven approved topics/articles/glossary/books, with try/catch fallback to static entries if DB not ready. Header renders an inline SVG brand mark with aria-label.",sitemap DB failure → static-only entries (sitemap.ts:93-95) | robots disallows /study and /review (the actual app tabs) from indexing,"NOTE: server-generated, no user input",next Metadata API | db (Prisma) in sitemap | @/lib/db,"Public routes like /topics,/articles,/glossary,/scripture exist as crawlable pages (referenced by robots/sitemap) though only '/' app shell is in scope here","5 (TC-F-UI-025-1, TC-F-UI-025-2, TC-F-UI-025-3, TC-F-UI-025-4, TC-F-UI-025-5)",Static review — defect(s) open,1,low,src/app/layout.tsx:36-151 | src/app/robots.ts:6-38 | src/app/sitemap.ts:9-98 | src/app/page.tsx:195-199,2026-06-26
F-UI-026,Toast infrastructure (Toaster + useToast),layout.tsx Toaster / use-toast hook,"As a developer, I want a toast system mounted globally, so that the app can surface non-blocking notifications.","layout mounts <Toaster/> inside ThemeProvider. use-toast provides a reducer-based store with TOAST_LIMIT=1 and TOAST_REMOVE_DELAY=1000000ms; toast()/useToast()/dismiss exported. However, no in-scope feature component calls useToast/toast — feedback is done via window.alert/confirm and inline error states instead.",TOAST_LIMIT=1 (use-toast.ts:11) — only one toast at a time | TOAST_REMOVE_DELAY=1000000ms ≈ 16.7 min before auto-removal after dismiss (use-toast.ts:12),NOTE: none,@/components/ui/toaster | @/components/ui/toast,Toaster renders memoryState toasts,"4 (TC-F-UI-026-1, TC-F-UI-026-2, TC-F-UI-026-3, TC-F-UI-026-4)",Static review — defect(s) open,2,medium,src/app/layout.tsx:183 | src/hooks/use-toast.ts:11-12 | src/hooks/use-toast.ts:174-192,2026-06-26
